,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor
,上证50,沪深300,中证500,中证1000,恒生指数,中债国债,中债企业债,中证转债,布伦特原油,沪金,标普500,美元兑人民币,增长因子,通胀因子,利率因子,信用因子,汇率因子,地缘因子,流动性因子
2024-11-08,4.209684,5.355926,6.483344,7.984096,1.075607,0.261162,0.147220,2.135861,1.307742,-2.287282,4.550982,0.318378,0.115659,-1.167245,-0.281040,0.460268,0.688077,2.255458,-0.019428
2024-11-15,-3.461341,-3.350197,-4.906949,-4.744178,-6.486468,0.222783,0.160837,-0.914399,-3.933440,-3.670228,-2.105560,1.224753,-4.206314,-0.549016,-0.084189,-0.600092,1.596711,-2.456179,0.287681
2024-11-22,-2.651203,-2.632907,-2.985079,-1.563457,-1.015993,0.094122,0.103795,-0.096872,4.956743,5.664889,1.667607,0.062227,-0.553906,-1.973722,-0.040172,-0.846667,0.747034,3.743578,0.811197
2024-11-29,0.895402,1.307707,1.753042,2.596627,1.001934,0.217995,0.203974,1.492289,-3.517266,-1.456695,1.050526,0.127103,-0.675769,-0.206639,-0.367919,-0.368946,-1.641457,-2.882285,0.266834
2024-12-06,1.530051,1.433738,2.151322,2.560092,2.251289,0.368123,0.289012,1.020603,-1.425401,-0.463256,0.955081,0.224798,-0.614348,1.328534,-0.402057,-0.444577,0.217282,-0.936894,-0.383517
2024-12-13,-1.033336,-1.010845,0.151995,0.084489,0.529106,0.793110,0.222673,1.760774,4.539982,1.556163,-0.645402,0.115648,0.879150,-3.762059,-1.120954,2.657245,0.967279,4.155880,0.580658
2024-12-20,0.394743,-0.138330,-1.194709,-1.318412,-1.262434,0.336790,0.059326,-0.803275,-2.547301,-1.881399,-2.007084,0.381791,-1.296358,2.035932,-0.370574,1.726096,0.577770,-0.951580,-0.531137
2024-12-27,1.990360,1.347562,-0.304798,-1.610345,1.857623,-0.027194,0.041209,0.153503,1.424682,1.017705,0.672004,0.026037,-0.520249,-2.025025,0.013620,0.461674,0.352470,1.222944,-1.725350
2025-01-03,-4.333239,-5.309674,-8.327652,-9.269435,-1.657177,0.430846,0.224405,-1.713824,4.195302,1.440670,-0.476269,0.017818,-1.754854,5.290550,-0.641716,-0.546225,0.875781,3.018939,-0.305229
2025-01-10,-1.044502,-1.137093,-1.084062,-1.437663,-3.585646,-0.257820,0.019715,0.447602,3.988769,1.210030,-1.961575,0.457938,1.971363,-0.008758,0.363948,-2.254842,0.640446,3.410724,0.436045
2025-01-17,0.864759,2.117080,3.980108,5.211847,2.689912,-0.036886,-0.095836,1.299769,1.195978,0.594886,2.869351,-0.015005,2.035093,-0.554327,0.042643,1.232413,-0.273976,2.575885,0.753876
2025-01-24,-0.131355,0.536834,1.115160,1.639433,2.432024,-0.129838,-0.025618,1.055765,-4.198366,1.274851,1.728939,-0.612976,1.524591,-0.351438,0.058824,0.280397,-1.762116,-2.937908,0.752890
2025-01-31,0.176495,-0.412657,-1.078495,-1.562480,0.788869,0.215496,0.075446,-0.408590,-1.457031,-0.209805,-1.000035,-1.455742,-1.158699,0.367202,-0.216322,0.394631,0.861875,-1.124613,-0.597528
2025-02-14,2.002973,1.182539,1.931992,1.853901,6.798775,-0.337912,-0.006605,0.254962,-0.120571,2.724162,1.460242,0.013720,0.390837,-0.323444,0.339334,-1.737781,-1.369949,-1.307021,-0.669299
2025-02-21,0.800439,0.996162,1.820463,3.156539,3.721135,-0.486814,-0.168501,1.315885,-1.078178,-0.576908,-1.673885,-0.457911,0.748604,1.005374,0.807107,-0.619960,0.037528,0.732332,0.807937
2025-02-28,-1.626813,-2.246903,-3.309777,-2.811726,-2.312075,-0.071597,-0.174104,-0.893938,-0.980400,-1.614269,-0.979816,0.409881,-1.246182,0.028767,0.199581,0.314545,0.933626,-1.165488,0.499791
2025-03-07,1.618499,1.377723,2.592508,3.715290,5.470549,-0.235268,-0.032573,1.381531,-3.721943,1.145637,-3.144046,-0.477438,1.560404,-1.677249,0.472038,0.391677,-3.566237,-2.121350,0.770646
2025-03-14,2.157419,1.573328,1.423299,0.969597,-1.126021,-0.054616,0.010272,0.144441,0.241152,2.244024,-2.301068,-0.186361,0.887981,-0.145374,0.398417,0.375395,-0.115625,0.217006,-0.731460
2025-03-21,-2.405974,-2.319459,-2.121550,-2.551773,-1.134370,-0.036117,0.172836,-1.384169,1.392917,1.461919,0.506261,0.146362,0.876751,0.039039,0.160090,-0.877831,0.356090,1.002511,0.369249
2025-03-28,0.163657,0.012005,-0.940437,-2.166579,-1.116911,0.237236,0.193171,-0.197649,1.166842,2.215847,-1.540149,0.215006,-1.096581,-1.319933,-0.303659,-1.060983,-0.048042,0.611727,-0.030710
2025-04-04,-0.654739,-1.380124,-1.199280,-1.043406,-2.492928,0.478858,0.176153,-0.331064,-9.344753,2.221949,-9.521197,0.057808,-8.854133,-1.423421,-0.761991,0.840713,-0.985234,-5.709083,0.105528
2025-04-11,-1.615991,-2.916279,-4.624804,-5.655156,-8.849111,0.418499,0.146544,-1.719470,-2.083728,2.440743,5.544538,0.637799,4.821006,-2.056666,-0.454349,0.671996,-3.195536,-0.755960,-0.107718
2025-04-18,1.442491,0.585031,-0.369717,-0.521659,2.271201,-0.029631,0.017922,-0.583773,4.879754,4.356378,-1.515325,-0.028716,-0.002788,0.975314,0.119293,-0.398028,-0.401689,3.796177,-1.163530
2025-04-25,-0.332690,0.382856,1.188065,1.831897,2.700278,-0.108642,-0.032229,0.892151,-2.993339,-0.484091,4.488388,-0.354851,1.142143,2.459457,0.080316,0.123486,0.090524,-1.344913,0.672004
2025-05-02,-0.592584,-0.434612,0.082512,0.178559,2.355676,0.166591,0.064489,-0.068710,-7.326687,-0.614179,2.880358,-0.211587,-0.078056,1.571037,-0.291808,0.741449,0.531408,-4.792930,1.186979
2025-05-16,1.209347,1.109944,-0.102714,-0.229873,2.065774,-0.329437,0.083962,0.317646,2.229194,-4.756061,5.139059,-0.259154,-0.469829,-6.819310,0.441609,-1.887676,0.744679,1.179046,-0.718781
2025-05-23,-0.177212,-0.175285,-1.104868,-1.301119,1.091526,0.119103,0.131456,-0.114330,-1.449524,3.695179,-2.645464,-0.038861,0.745489,-0.343282,0.004791,-0.491401,-1.978082,-0.696822,-0.277033
2025-05-30,-1.230169,-1.088828,0.318400,0.613921,-1.328598,-0.004932,0.035366,0.226200,-2.803775,-1.069667,1.858776,0.000000,-0.328751,1.251767,0.063000,-0.397139,0.221731,-2.389026,0.574912
2025-06-06,0.378348,0.875065,1.592001,2.073821,2.135792,0.181583,0.055936,1.068092,6.178914,1.471371,1.488771,-0.399200,0.784182,-1.634870,-0.186903,0.493762,-0.141043,4.018745,0.152722
2025-06-13,-0.462866,-0.253342,-0.379715,-0.764137,0.419503,0.084231,0.097642,-0.018438,11.893370,1.409760,-0.390566,0.247774,0.015057,-1.065797,-0.137560,-0.394913,-1.023470,9.616241,-1.120731
2025-06-20,-0.101455,-0.454894,-1.770331,-1.758190,-1.527055,0.149135,0.108079,-0.173024,1.034629,-2.006501,-0.152876,-0.066753,0.238534,0.121182,-0.249281,0.099976,0.538372,1.010627,-0.869141
2025-06-27,1.258080,1.933894,3.898786,4.519082,3.152727,-0.016806,0.013234,2.061316,-13.319212,-1.284903,3.381123,-0.285608,1.913102,-0.651282,0.127291,0.437651,-1.336002,-6.279627,0.548370
2025-07-04,1.206877,1.529516,0.810303,0.560167,-1.527363,0.130952,0.148605,1.202843,3.204547,1.089485,1.707023,-0.036284,1.034763,0.826645,-0.134176,-0.439816,-0.226129,0.667573,-0.821680
2025-07-11,0.594084,0.815409,1.937387,2.331579,0.930216,-0.157876,0.007171,0.754754,3.076723,-0.451433,-0.312624,0.138080,-2.126561,1.647620,0.214905,-0.635471,0.687075,5.363303,0.434549
2025-07-18,0.280478,1.083624,1.196235,1.398206,2.802539,0.067272,0.080856,0.665409,-2.002069,0.446285,0.589974,0.117007,1.545535,2.339747,-0.028131,0.070310,0.641784,3.659672,0.159664
2025-07-25,1.115006,1.676473,3.225988,2.331197,2.241261,-0.319235,-0.152827,2.116862,-2.397425,0.038602,1.448145,-0.414319,-0.595875,-2.375841,0.603911,-0.204734,-0.846384,-4.800659,0.452434
2025-08-01,-1.491403,-1.765707,-1.380849,-0.540299,-3.529852,0.160782,0.086553,-1.377085,2.786671,-0.852696,-2.386025,0.650706,-1.709256,-1.913737,-0.189048,0.652488,1.059398,2.563465,1.476894
2025-08-08,1.264389,1.226453,1.759663,2.482368,1.422066,0.160042,0.097585,2.279018,-5.015801,2.191911,2.398704,-0.267013,0.145617,0.929072,-0.090701,-0.098931,-0.518112,-5.226758,0.032782
2025-08-15,1.554696,2.344690,3.802330,4.004238,1.640815,-0.131069,-0.049344,1.586426,-0.075672,-1.534950,0.940087,-0.020892,0.111114,-0.781109,0.521741,-0.044401,-0.336685,-1.073372,0.727395
2025-08-22,3.323682,4.094694,3.798068,3.390263,0.272950,-0.205886,-0.108272,2.794875,1.815368,-0.309838,0.264934,0.005572,-0.102722,-0.974306,0.376867,0.398369,-0.132942,2.422172,-0.933549
2025-08-29,1.620977,2.676537,3.189112,1.023370,-1.037442,0.046889,0.056366,-2.614081,0.207931,1.796540,-0.102890,-0.375365,1.135309,-0.714246,-0.052402,0.213528,0.051149,0.992796,-0.689594
2025-09-05,-1.157600,-0.813528,-1.862641,-2.628938,1.348102,0.150610,0.071993,0.605168,-2.783181,3.751359,0.328244,-0.162302,-0.834466,-0.019486,-0.061803,0.477540,0.000000,-2.275492,-0.309117
2025-09-12,0.890721,1.373230,3.325594,2.416403,3.745863,-0.077303,-0.051452,0.424983,2.008676,2.319022,1.573455,-0.322582,1.344609,-0.753587,0.458532,-0.583336,-0.225265,1.960911,0.190789
2025-09-19,-2.000514,-0.444996,0.315685,0.205974,0.592982,0.095040,0.023596,-1.556623,-1.339675,-0.736541,1.208739,-0.077299,-0.898794,-0.860458,0.056000,1.020430,0.092214,-1.806234,0.936590
2025-09-26,1.069068,1.063403,0.979270,-0.547327,-1.583010,-0.138275,-0.108401,0.933113,4.184587,3.024030,-0.310484,0.293405,1.492311,0.315330,0.278545,0.650886,0.520970,2.847379,-0.457675
2025-10-03,1.616270,1.972592,2.340293,2.369433,3.802747,0.111137,0.021359,1.544336,-6.670140,2.119747,1.079241,-0.207680,3.980514,0.224367,0.003245,0.603639,-0.439068,-3.992053,0.007428
2025-10-17,-0.238245,-2.247345,-5.303731,-4.734017,-4.048943,0.096520,0.117826,-2.375508,-1.150835,10.342866,1.687322,-0.063154,-2.096643,-2.191332,-0.318041,-0.450912,-0.557220,-0.314571,-1.185613
2025-10-24,2.595633,3.192648,3.397522,3.201391,3.552588,-0.055996,0.135320,1.461164,5.610725,-6.369871,1.897843,0.037896,2.344111,1.280070,0.173246,-0.931907,0.526900,2.238016,-0.662961
2025-10-31,-1.131229,-0.430390,0.993446,1.171667,-0.973757,0.407895,0.191073,0.782467,-0.478950,-1.739810,0.711720,-0.223387,-0.651046,0.546854,-0.495348,0.531272,0.855357,0.570628,1.945676
2025-11-07,0.885673,0.818206,-0.042186,0.467860,1.285501,-0.078818,0.070607,0.854109,-1.356534,-0.071615,-1.642021,0.123697,-1.217624,1.160720,0.151230,-0.922593,-0.200606,-1.300674,-0.603244
2025-11-14,0.002633,-1.088532,-1.269627,-0.520067,1.252068,0.016833,0.043654,0.524036,0.828583,3.714113,0.078884,-0.092757,1.040409,-2.422090,-0.010689,0.610924,-0.331877,0.413021,-0.101048
2025-11-21,-2.755201,-3.844051,-5.951458,-5.973502,-5.223726,0.055371,0.040032,-1.799669,-3.775829,-3.099459,-1.966302,-0.063292,-0.732117,-3.038860,0.091700,0.373810,0.912519,-1.736898,-0.601873
2025-11-28,0.464538,1.627025,3.092767,3.701417,2.501629,-0.111876,-0.043076,-0.271624,0.740983,2.869097,3.659316,-0.447007,3.096131,2.179405,0.286877,0.340968,-0.721303,2.384702,0.954759
2025-12-05,1.084874,1.270432,0.938306,0.112859,0.870909,0.003215,-0.030917,0.076793,2.394469,0.743622,0.310654,-0.062200,3.126982,-0.893841,0.439849,0.232282,-0.473673,3.700955,-0.244697
2025-12-12,-0.245604,-0.078272,1.008613,0.386722,-0.416002,0.128884,0.051176,0.201043,-4.240975,0.996022,-0.627690,-0.191095,-1.205596,-0.384067,-0.061770,1.007765,-0.597799,-1.797190,0.689379
2025-12-19,0.323222,-0.279196,-0.003347,-0.559646,-1.108108,0.056574,0.055471,0.477150,-1.797987,0.947427,0.103790,-0.246834,2.529207,0.424777,-0.039506,0.465371,0.203043,-0.156257,-0.738832
2025-12-26,1.357566,1.930856,3.955674,3.692657,0.498554,0.093629,0.076712,1.629010,0.315746,3.647333,1.386783,-0.177706,1.741920,0.184519,-0.062713,0.127488,-0.589974,1.597016,0.417046
2026-01-02,-0.469940,-0.587909,0.090255,-0.134795,1.992270,-0.143735,0.017070,-0.274070,0.875532,-3.886419,-1.036673,-0.454931,2.308451,-0.623908,0.312564,-0.472775,0.407251,0.468138,-0.072267
2026-01-09,3.347967,2.747726,7.619999,6.793277,-0.405857,-0.038291,0.052352,4.353918,3.570365,2.915470,1.559692,-0.180262,3.416774,0.786900,0.253903,-0.195091,0.718808,5.731977,1.281780
2026-01-16,-1.756119,-0.570006,2.160857,1.265712,2.310606,0.223021,0.074205,1.068639,1.621444,2.842531,-0.377815,-0.250904,-0.067602,-1.953008,-0.178172,0.489412,0.261941,3.786224,1.240924
2026-01-23,-1.556653,-0.622746,4.250719,2.850079,-0.356198,0.114859,0.096807,2.879330,2.132013,7.454383,-0.352203,0.094700,1.318725,1.823681,-0.294750,-0.184329,-1.817402,-1.348841,1.790923
2026-01-30,1.124942,0.081689,-2.590205,-2.581623,2.355635,0.070294,0.066187,-2.642758,6.523569,4.021516,0.338081,-0.353434,-0.442371,-0.071427,0.013325,-0.118981,-0.626962,2.751144,-1.274965
2026-02-06,-0.938222,-1.342147,-2.713830,-2.493452,-3.066802,0.097384,0.052599,0.048016,-2.788042,-6.335561,-0.097034,-0.146913,-0.749181,-0.967967,-0.136895,0.536040,0.657694,-0.625739,-0.304872
2026-02-13,-0.115740,0.361350,1.862781,1.885528,0.026984,0.167159,0.099106,1.079048,-0.339258,1.816232,-1.396400,-0.544877,-0.333906,1.612069,-0.099688,-0.001515,-0.771172,-0.429242,0.884194
2026-03-06,-1.549367,-1.071562,-3.503722,-3.712402,-3.334106,0.130794,0.094649,-2.093350,24.338562,-0.620442,-2.039294,0.816722,-2.268909,-2.287150,-0.166154,0.707253,1.403886,13.828008,-1.686010
2026-03-13,-1.205316,0.186525,-1.452267,-0.419896,-1.138913,-0.047434,0.027333,-1.104616,10.672050,-0.430448,-1.612784,-0.408256,-0.534186,0.082613,0.389262,0.290056,1.374491,7.892192,-0.688432
2026-03-20,-2.499244,-2.211443,-5.998873,-5.387793,-0.742097,0.092325,0.075880,-3.206139,0.461229,-8.626415,-1.913646,0.448845,-5.651630,0.110596,0.063858,0.349720,-0.709967,1.183901,-1.247828
2026-03-27,-1.627605,-1.421213,-0.289373,-0.478077,-1.295834,0.028712,0.073364,1.274776,2.162246,-4.250204,-2.137967,0.157851,1.945057,0.865810,-0.095152,-0.343850,0.500502,1.663996,0.789084
2026-04-03,-0.236737,-1.381628,-2.654277,-2.744584,0.657695,0.049657,0.105487,-1.589916,2.455760,3.380809,3.302453,-0.371127,1.723538,4.464110,-0.027247,0.148383,-0.119895,1.435292,-0.204425
2026-04-10,2.407826,4.314194,5.605421,5.944937,3.046732,-0.007554,0.084278,2.769448,-14.749038,1.475985,3.495991,-0.783002,3.034616,5.180949,-0.232348,-0.690128,-1.389188,-7.709902,0.557019
2026-04-17,0.388714,1.967040,3.025882,3.793050,1.025066,0.208873,0.049551,2.141854,-1.938896,0.538439,4.435512,-0.150883,2.896687,3.537110,-0.245946,0.975698,-0.559090,0.434542,0.170930
2026-04-24,1.167038,0.856961,0.409208,-0.039671,-0.699142,0.127833,0.067085,-0.341808,7.629980,-2.099649,0.546074,0.071810,0.400787,-0.869587,-0.067259,0.366760,0.417074,8.788967,0.375441
2026-05-01,1.364549,0.792304,1.224690,0.932592,-0.778837,0.009659,0.033367,0.398016,8.966370,-1.562349,0.903641,0.019041,-1.431030,6.567252,0.100945,0.097879,-0.305005,2.671608,-0.295008
2026-05-15,-1.542744,-0.253178,-1.831999,-0.671463,-1.646371,0.108590,0.076603,-2.880726,8.642933,-3.313727,0.129257,-0.239947,-0.414598,-2.110965,-0.033342,0.638565,1.450992,4.562960,0.257206
2026-05-29,-0.083633,0.965889,-2.567141,-3.320852,-1.668293,0.154687,0.107266,-1.188774,-10.068440,-0.640757,1.416168,-0.338680,-0.147845,-3.153493,-0.266272,0.810442,-0.413657,-4.037248,-1.143351
2026-06-05,-1.908318,-1.549123,-1.305430,-0.809249,-0.879227,0.040556,0.090810,-0.278496,1.891978,-1.566686,-2.624081,-0.088542,-0.661172,-2.160339,-0.019334,-0.532276,1.165956,-0.409129,0.506044
2026-06-12,0.866202,-0.825479,-1.772192,-1.670324,-0.981694,-0.185748,-0.084149,0.266577,-6.819304,-6.620860,0.644202,0.029520,1.068161,3.297621,0.237651,0.048182,-0.320288,-5.463965,-0.389172
2026-06-19,1.304244,3.380903,6.759556,6.697812,-3.261973,0.121087,0.063985,0.850665,-8.240944,2.848407,0.925803,-0.101887,0.637806,1.493769,-0.169467,0.758652,1.096719,-12.365923,-0.247216
2026-06-26,-0.747267,-1.496039,0.350758,-1.952765,-5.379157,0.079889,0.051899,-2.078018,-8.298970,-6.004241,-1.973326,0.315667,-1.485775,-3.993410,-0.038912,0.356953,0.504429,-2.115256,0.446346
2026-07-03,0.833819,-0.536478,0.477924,0.225070,2.947385,-0.007684,0.016926,1.934111,-2.159198,3.131699,1.741878,-0.020621,0.476522,0.543985,0.151036,0.331076,-0.494512,-0.270276,0.293685
2026-07-10,0.823406,-1.275862,-2.797872,-5.024882,3.472565,0.097871,0.056229,-1.262598,4.512248,-1.487863,1.223897,0.051544,1.016858,1.293332,-0.158200,0.056078,0.109003,3.475575,-2.109804
2026-07-17,-4.422120,-5.408304,-12.379683,-13.430167,1.588634,0.049818,0.040352,-1.544176,16.026390,-2.446322,-1.565915,-0.288986,0.204188,-3.540338,0.003852,-0.098992,-0.218125,8.692922,-2.911472
2026-07-24,4.450064,2.617130,0.251727,-2.433144,1.619364,0.043347,0.038803,0.386769,4.990549,0.859077,-0.614810,0.000000,1.180879,-4.101968,-0.218780,0.033385,0.712100,1.288659,-2.756532
2026-07-31,-1.135485,-1.320630,-0.515298,1.134443,3.623769,0.063551,0.028415,0.983446,-1.968632,0.507873,1.043383,-0.258731,1.071296,-1.607592,-0.152315,0.372450,-1.659499,-1.475792,0.061134
