日期,国开债_3Y,中短期票据AA_3Y,企业债AA财富_3-5年,国开债总财富_3-5年,利差_AA中票减国开_bp
2020-01-02,2.9489,3.7771,222.4630,196.1484,82.8200
2020-01-03,2.9662,3.7871,222.5730,196.0862,82.0900
2020-01-06,2.9569,3.7572,222.7298,196.1366,80.0300
2020-01-07,2.9740,3.7578,222.7539,196.2025,78.3800
2020-01-08,2.9599,3.7358,222.8251,196.2106,77.5900
2020-01-09,2.9591,3.7362,222.8856,196.2240,77.7100
2020-01-10,2.9503,3.7170,222.9407,196.3701,76.6700
2020-01-13,2.9574,3.6971,223.1000,196.4103,73.9700
2020-01-14,2.9931,3.7054,223.1446,196.3320,71.2300
2020-01-15,2.9868,3.7128,223.1984,196.3244,72.6000
2020-01-16,2.9888,3.6940,223.2295,196.3434,70.5200
2020-01-17,2.9798,3.6943,223.2703,196.3816,71.4500
2020-01-19,2.9770,3.6963,223.3247,196.5288,71.9300
2020-01-20,2.9664,3.7162,223.4100,196.5906,74.9800
2020-01-21,2.9767,3.7008,223.4622,196.6995,72.4100
2020-01-22,2.9783,3.6959,223.5368,196.7566,71.7600
2020-01-23,2.9759,3.6992,223.5905,196.8607,72.3300
2020-02-03,2.7691,3.5616,224.6458,198.1231,79.2500
2020-02-04,2.7892,3.5770,224.6156,197.9905,78.7800
2020-02-05,2.8031,3.5748,224.7215,198.0296,77.1700
2020-02-06,2.7898,3.5670,224.7824,198.1190,77.7200
2020-02-07,2.7453,3.5376,224.8764,198.4514,79.2300
2020-02-10,2.6921,3.5125,225.0671,198.7933,82.0400
2020-02-11,2.7178,3.5025,225.1028,198.7797,78.4700
2020-02-12,2.7060,3.4702,225.2725,198.7763,76.4200
2020-02-13,2.6919,3.4726,225.3314,198.8492,78.0700
2020-02-14,2.7046,3.4748,225.4326,198.8811,77.0200
2020-02-17,2.7420,3.4534,225.6230,198.7827,71.1400
2020-02-18,2.7404,3.4434,225.7045,198.7792,70.3000
2020-02-19,2.7518,3.4212,225.7822,198.8274,66.9400
2020-02-20,2.7515,3.4206,225.8698,198.7011,66.9100
2020-02-21,2.7544,3.4139,225.9342,198.7492,65.9500
2020-02-24,2.7255,3.4119,226.0414,199.0343,68.6400
2020-02-25,2.7422,3.4002,226.1140,199.0759,65.8000
2020-02-26,2.7332,3.3831,226.1953,199.1610,64.9900
2020-02-27,2.7220,3.3731,226.2357,199.3154,65.1100
2020-02-28,2.6769,3.3754,226.3094,199.6476,69.8500
2020-03-02,2.6753,3.3417,226.4176,199.6333,66.6400
2020-03-03,2.6666,3.3574,226.5011,199.6302,69.0800
2020-03-04,2.6235,3.3228,226.6505,199.9756,69.9300
2020-03-05,2.6297,3.3302,226.6915,200.0227,70.0500
2020-03-06,2.5700,3.2910,226.7204,200.2902,72.1000
2020-03-09,2.4859,3.2468,226.9201,200.9572,76.0900
2020-03-10,2.5723,3.2625,226.8621,200.5038,69.0200
2020-03-11,2.5852,3.2885,226.7885,200.4693,70.3300
2020-03-12,2.5955,3.2871,226.7990,200.4142,69.1600
2020-03-13,2.6299,3.3280,226.5786,200.1227,69.8100
2020-03-16,2.6327,3.3585,226.5119,200.1999,72.5800
2020-03-17,2.6466,3.4030,226.4242,200.1808,75.6400
2020-03-18,2.6375,3.4004,226.5003,200.1883,76.2900
2020-03-19,2.6121,3.3985,226.4422,200.1854,78.6400
2020-03-20,2.5975,3.3910,226.4242,200.3393,79.3500
2020-03-23,2.5420,3.3416,226.5132,200.6046,79.9600
2020-03-24,2.4974,3.3013,226.6387,200.9578,80.3900
2020-03-25,2.4640,3.3114,226.6500,201.0749,84.7400
2020-03-26,2.3925,3.3295,226.6822,201.5520,93.7000
2020-03-27,2.4229,3.3197,226.7823,201.5665,89.6800
2020-03-30,2.3770,3.3464,226.8225,201.7285,96.9400
2020-03-31,2.3193,3.3328,226.8970,202.1539,101.3500
2020-04-01,2.2753,3.3374,226.8604,202.4769,106.2100
2020-04-02,2.3000,3.3090,226.9320,202.4527,100.9000
2020-04-03,2.2686,3.3082,226.9089,202.4958,103.9600
2020-04-07,1.9783,3.2297,227.1777,204.5578,125.1400
2020-04-08,1.8930,3.1319,227.3489,205.2089,123.8900
2020-04-09,1.8575,3.1324,227.4892,205.1761,127.4900
2020-04-10,1.8760,3.1435,227.6278,205.0589,126.7500
2020-04-13,1.9118,3.1439,227.7068,204.9303,123.2100
2020-04-14,1.8824,3.1443,227.7782,205.0544,126.1900
2020-04-15,1.8227,3.1462,227.9111,205.3309,132.3500
2020-04-16,1.7929,3.1420,227.9864,205.4495,134.9100
2020-04-17,1.8111,3.1475,228.0697,205.4241,133.6400
2020-04-20,1.7949,3.1496,228.1074,205.3916,135.4700
2020-04-21,1.7809,3.1269,228.1841,205.5404,134.6000
2020-04-22,1.7418,3.1050,228.2052,205.8478,136.3200
2020-04-23,1.6865,3.0421,228.4087,206.1265,135.5600
2020-04-24,1.7187,3.0363,228.4925,206.0597,131.7600
2020-04-26,1.7366,3.0369,228.5930,206.0540,130.0300
2020-04-27,1.7593,3.0405,228.6721,206.0555,128.1200
2020-04-28,1.7579,3.0281,228.7061,206.0576,127.0200
2020-04-29,1.7561,3.0510,228.7629,206.1978,129.4900
2020-04-30,1.7616,3.0296,228.8322,206.1785,126.8000
2020-05-06,1.8183,3.0508,229.0371,205.9229,123.2500
2020-05-07,1.8898,3.1063,228.9216,205.2132,121.6500
2020-05-08,1.8894,3.1522,228.8002,205.1348,126.2800
2020-05-09,1.8994,3.1604,228.7613,204.9616,126.1000
2020-05-11,2.0004,3.1996,228.6674,204.1997,119.9200
2020-05-12,1.9587,3.2126,228.6066,204.2817,125.3900
2020-05-13,1.9421,3.2102,228.6668,204.3495,126.8100
2020-05-14,1.9218,3.2142,228.6022,204.5452,129.2400
2020-05-15,1.8797,3.2021,228.6438,205.0422,132.2400
2020-05-18,1.9447,3.2075,228.7536,204.7053,126.2800
2020-05-19,1.9898,3.2273,228.7425,204.5033,123.7500
2020-05-20,1.9985,3.2373,228.7600,204.3712,123.8800
2020-05-21,2.0061,3.2299,228.7737,204.2589,122.3800
2020-05-22,1.9665,3.2140,228.8445,204.7425,124.7500
2020-05-25,2.0489,3.2149,228.9335,204.2801,116.6000
2020-05-26,2.1923,3.2401,228.8811,203.4088,104.7800
2020-05-27,2.2778,3.2930,228.8232,202.9024,101.5200
2020-05-28,2.2684,3.3154,228.7767,203.0645,104.7000
2020-05-29,2.2360,3.3349,228.7831,203.0172,109.8900
2020-06-01,2.2386,3.3556,228.8258,203.0067,111.7000
2020-06-02,2.5024,3.4727,228.5918,201.4739,97.0300
2020-06-03,2.5478,3.5498,228.1253,201.2377,100.2000
2020-06-04,2.6546,3.5945,227.9659,200.5560,93.9900
2020-06-05,2.7198,3.6535,227.5577,200.3556,93.3700
2020-06-08,2.6633,3.7026,227.4871,200.6348,103.9300
2020-06-09,2.6026,3.6958,227.6262,200.9143,109.3200
2020-06-10,2.6275,3.6858,227.6709,200.8877,105.8300
2020-06-11,2.5968,3.6559,227.7720,201.0904,105.9100
2020-06-12,2.5552,3.6206,227.9004,201.2967,106.5400
2020-06-15,2.5620,3.6118,228.0695,201.4224,104.9800
2020-06-16,2.6221,3.6181,228.0947,200.8672,99.6000
2020-06-17,2.6789,3.6490,228.0871,200.5596,97.0100
2020-06-18,2.6984,3.6341,228.1112,200.5396,93.5700
2020-06-19,2.7109,3.6603,228.1617,200.4252,94.9400
2020-06-22,2.8108,3.6937,228.1894,199.8422,88.2900
2020-06-23,2.8570,3.7586,227.9338,199.6603,90.1600
2020-06-24,2.7616,3.7429,227.9617,200.1843,98.1300
2020-06-28,2.7775,3.7495,228.0899,200.3879,97.2000
2020-06-29,2.7408,3.7412,228.1578,200.3910,100.0400
2020-06-30,2.7186,3.7406,228.1953,200.6821,102.2000
2020-07-01,2.7397,3.7232,228.2809,200.6140,98.3500
2020-07-02,2.7130,3.7236,228.3930,200.7318,101.0600
2020-07-03,2.7511,3.7112,228.4576,200.6798,96.0100
2020-07-06,2.9315,3.7728,228.3218,199.5843,84.1300
2020-07-07,2.9776,3.8676,228.0324,199.1656,89.0000
2020-07-08,3.0472,3.9111,227.8972,198.7699,86.3900
2020-07-09,3.1826,4.0465,227.4931,197.9851,86.3900
2020-07-10,3.1459,4.0963,227.3324,198.1329,95.0400
2020-07-13,3.2773,4.1684,227.1992,197.4229,89.1100
2020-07-14,3.2264,4.2029,227.1463,197.6482,97.6500
2020-07-15,3.1298,4.2032,227.1786,198.1762,107.3400
2020-07-16,3.1261,4.1685,227.2975,198.3777,104.2400
2020-07-17,3.0917,4.1377,227.4088,198.5051,104.6000
2020-07-20,3.0404,4.1161,227.6006,198.9174,107.5700
2020-07-21,2.9552,4.0811,227.8009,199.6349,112.5900
2020-07-22,2.9603,4.0559,227.9803,199.7405,109.5600
2020-07-23,2.9774,4.0109,228.1489,199.6847,103.3500
2020-07-24,2.9199,3.9717,228.3500,199.8781,105.1800
2020-07-27,2.9669,3.9424,228.5111,199.8784,97.5500
2020-07-28,2.9993,3.9308,228.6205,199.6408,93.1500
2020-07-29,3.0314,3.9311,228.6013,199.4628,89.9700
2020-07-30,3.0416,3.9553,228.6181,199.4070,91.3700
2020-07-31,3.1001,3.9753,228.6185,199.1072,87.5200
2020-08-03,3.0845,3.9901,228.6973,199.1579,90.5600
2020-08-04,3.0748,3.9846,228.7340,199.2001,90.9800
2020-08-05,3.0819,3.9868,228.8223,199.2167,90.4900
2020-08-06,3.1188,3.9681,228.8539,199.2620,84.9300
2020-08-07,3.1038,3.9666,228.9540,199.2272,86.2800
2020-08-10,3.0668,3.9600,229.0964,199.4479,89.3200
2020-08-11,3.0817,3.9508,229.1739,199.4406,86.9100
2020-08-12,3.0817,3.9385,229.2189,199.3942,85.6800
2020-08-13,3.0822,3.9320,229.3344,199.3977,84.9800
2020-08-14,3.0703,3.9217,229.4373,199.4743,85.1400
2020-08-17,3.0639,3.8911,229.6253,199.5858,82.7200
2020-08-18,3.0740,3.8782,229.7295,199.5439,80.4200
2020-08-19,3.1042,3.8615,229.7608,199.4251,75.7300
2020-08-20,3.1437,3.8694,229.7763,199.1080,72.5700
2020-08-21,3.1532,3.8796,229.8118,199.1129,72.6400
2020-08-24,3.2026,3.8857,229.8802,198.9594,68.3100
2020-08-25,3.2458,3.9178,229.8289,198.5014,67.2000
2020-08-26,3.2562,3.9343,229.7277,198.4724,67.8100
2020-08-27,3.2753,3.9496,229.6364,198.4288,67.4300
2020-08-28,3.2958,3.9733,229.5525,198.2782,67.7500
2020-08-31,3.2709,3.9982,229.5724,198.5462,72.7300
2020-09-01,3.2764,3.9934,229.6297,198.4909,71.7000
2020-09-02,3.3075,4.0139,229.6048,198.3107,70.6400
2020-09-03,3.3373,4.0205,229.5685,198.1936,68.3200
2020-09-04,3.3346,4.0346,229.5562,198.1225,70.0000
2020-09-07,3.3762,4.0597,229.5736,197.9349,68.3500
2020-09-08,3.3553,4.0610,229.6279,197.9616,70.5700
2020-09-09,3.3020,4.0611,229.6965,198.3367,75.9100
2020-09-10,3.2833,4.0511,229.7859,198.5652,76.7800
2020-09-11,3.3113,4.0554,229.8473,198.4049,74.4100
2020-09-14,3.3172,4.0729,229.9484,198.3212,75.5700
2020-09-15,3.2476,4.0479,230.0017,198.6451,80.0300
2020-09-16,3.2269,4.0479,230.0387,198.7914,82.1000
2020-09-17,3.2503,4.0520,230.1030,198.7224,80.1700
2020-09-18,3.2524,4.0449,230.1430,198.8342,79.2500
2020-09-21,3.2217,4.0407,230.3038,199.0691,81.9000
2020-09-22,3.2318,4.0266,230.3550,199.1755,79.4800
2020-09-23,3.2423,4.0379,230.4023,199.1410,79.5600
2020-09-24,3.2543,4.0302,230.4565,199.1325,77.5900
2020-09-25,3.2916,4.0447,230.5276,198.8960,75.3100
2020-09-27,3.2887,4.0497,230.5855,198.9366,76.1000
2020-09-28,3.2762,4.0543,230.6519,198.9488,77.8100
2020-09-29,3.2879,4.0523,230.7392,198.9133,76.4400
2020-09-30,3.3044,4.0490,230.7778,198.8908,74.4600
2020-10-09,3.3334,4.0552,231.1052,198.8170,72.1800
2020-10-10,3.3317,4.0847,231.0527,198.8258,75.3000
2020-10-12,3.3378,4.0886,231.1818,198.8765,75.0800
2020-10-13,3.3275,4.0885,231.2262,198.9486,76.1000
2020-10-14,3.3347,4.0764,231.2668,198.9536,74.1700
2020-10-15,3.3424,4.0650,231.3070,198.9350,72.2600
2020-10-16,3.3370,4.0653,231.3686,198.9579,72.8300
2020-10-19,3.3091,4.0517,231.5049,199.1780,74.2600
2020-10-20,3.3211,4.0372,231.5784,199.2559,71.6100
2020-10-21,3.2961,4.0386,231.6710,199.4183,74.2500
2020-10-22,3.2524,4.0371,231.7678,199.6043,78.4700
2020-10-23,3.2491,4.0319,231.8338,199.6413,78.2800
2020-10-26,3.2687,4.0209,231.9574,199.6580,75.2200
2020-10-27,3.2607,4.0181,231.9987,199.8361,75.7400
2020-10-28,3.2571,4.0080,232.0353,199.9249,75.0900
2020-10-29,3.2451,3.9960,232.0355,200.0085,75.0900
2020-10-30,3.2462,4.0098,232.0530,200.0318,76.3600
2020-11-02,3.2288,4.0166,232.1764,200.2132,78.7800
2020-11-03,3.2103,4.0059,232.2304,200.3615,79.5600
2020-11-04,3.1959,4.0024,232.3103,200.4856,80.6500
2020-11-05,3.1990,3.9876,232.3579,200.4404,78.8600
2020-11-06,3.2418,3.9783,232.3841,200.2611,73.6500
2020-11-09,3.2809,3.9858,232.4164,200.2122,70.4900
2020-11-10,3.2699,4.0014,232.3853,200.1409,73.1500
2020-11-11,3.2748,4.0083,232.3536,200.2045,73.3500
2020-11-12,3.2882,4.0575,232.2162,200.1346,76.9300
2020-11-13,3.3182,4.1304,231.9197,199.9124,81.2200
2020-11-16,3.3117,4.1772,231.8250,200.0277,86.5500
2020-11-17,3.3179,4.2276,231.6318,200.0055,90.9700
2020-11-18,3.3579,4.3275,231.4506,199.8726,96.9600
2020-11-19,3.4139,4.4076,231.2549,199.6780,99.3700
2020-11-20,3.4334,4.4659,230.9944,199.6607,103.2500
2020-11-23,3.3740,4.4894,231.0903,199.9781,111.5400
2020-11-24,3.3829,4.4752,231.1412,200.0230,109.2300
2020-11-25,3.3546,4.4723,231.0807,200.1623,111.7700
2020-11-26,3.3284,4.4622,231.1374,200.2375,113.3800
2020-11-27,3.3157,4.4594,231.0985,200.2821,114.3700
2020-11-30,3.2561,4.4356,231.3013,200.7846,117.9500
2020-12-01,3.2635,4.4337,231.3714,200.6842,117.0200
2020-12-02,3.2780,4.4383,231.3661,200.6035,116.0300
2020-12-03,3.2822,4.4366,231.3620,200.5849,115.4400
2020-12-04,3.2642,4.4367,231.3624,200.6808,117.2500
2020-12-07,3.2644,4.4494,231.4723,200.7314,118.5000
2020-12-08,3.2271,4.4525,231.4490,200.9344,122.5400
2020-12-09,3.2316,4.4276,231.4692,200.9755,119.6000
2020-12-10,3.2046,4.4111,231.5377,201.1053,120.6500
2020-12-11,3.2290,4.4368,231.5115,200.9813,120.7800
2020-12-14,3.2136,4.4346,231.6118,201.0517,122.1000
2020-12-15,3.1843,4.4297,231.6490,201.2523,124.5400
2020-12-16,3.1508,4.4291,231.7044,201.3860,127.8300
2020-12-17,3.1399,4.4214,231.7527,201.4454,128.1500
2020-12-18,3.1466,4.4119,231.7998,201.4361,126.5300
2020-12-21,3.1073,4.4135,231.8921,201.7609,130.6200
2020-12-22,3.0729,4.3824,231.9272,201.9611,130.9500
2020-12-23,3.0640,4.3600,231.9718,202.1213,129.6000
2020-12-24,3.0960,4.3442,231.9769,202.0499,124.8200
2020-12-25,3.0793,4.3464,231.9795,202.0714,126.7100
2020-12-28,3.0538,4.3449,232.0820,202.2652,129.1100
2020-12-29,3.0347,4.3804,232.0805,202.4080,134.5700
2020-12-30,3.0007,4.3704,232.2081,202.6673,136.9700
2020-12-31,2.9817,4.3929,232.2509,202.7172,141.1200
2021-01-04,3.0837,4.3881,232.4579,202.4916,130.4400
2021-01-05,3.0212,4.4119,232.5645,202.6100,139.0700
2021-01-06,3.0157,4.4035,232.6391,202.6788,138.7800
2021-01-07,2.9874,4.3743,232.7568,202.8576,138.6900
2021-01-08,2.9941,4.3402,232.8282,202.7752,134.6100
2021-01-11,3.0277,4.3361,232.9457,202.7534,130.8400
2021-01-12,2.9806,4.3352,232.9552,202.7936,135.4600
2021-01-13,2.9460,4.3193,232.9642,203.0256,137.3300
2021-01-14,2.9512,4.2970,233.0739,203.1696,134.5800
2021-01-15,2.9904,4.2879,233.1570,202.8703,129.7500
2021-01-18,3.0406,4.2903,233.1710,202.6149,124.9700
2021-01-19,3.0406,4.2962,233.0934,202.5798,125.5600
2021-01-20,3.0312,4.2922,233.0812,202.7464,126.1000
2021-01-21,3.0018,4.2932,233.1196,202.9506,129.1400
2021-01-22,2.9610,4.2891,233.0694,202.9760,132.8100
2021-01-25,3.0115,4.2801,233.1220,202.9594,126.8600
2021-01-26,3.0922,4.3230,232.9534,202.5716,123.0800
2021-01-27,3.1122,4.3456,232.9574,202.5244,123.3400
2021-01-28,3.1936,4.3600,232.8172,202.1920,116.6400
2021-01-29,3.1733,4.3719,232.6926,202.1953,119.8600
2021-02-01,3.1333,4.3643,232.8487,202.5438,123.1000
2021-02-02,3.1229,4.3511,232.9262,202.5446,122.8200
2021-02-03,3.2060,4.3661,232.9081,202.2068,116.0100
2021-02-04,3.2766,4.3822,232.8554,201.9110,110.5600
2021-02-05,3.2840,4.3944,232.7862,201.8835,111.0400
2021-02-07,3.2834,4.3863,232.8814,202.0141,110.2900
2021-02-08,3.2997,4.4054,232.7948,201.8602,110.5700
2021-02-09,3.2585,4.4017,232.8172,201.9688,114.3200
2021-02-10,3.2712,4.4035,232.8055,202.0014,113.2300
2021-02-18,3.3117,4.4294,233.0631,201.8065,111.7700
2021-02-19,3.2708,4.4259,233.0510,202.0636,115.5100
2021-02-20,3.2688,4.4272,233.0796,202.1444,115.8400
2021-02-22,3.2488,4.4246,233.1392,202.1625,117.5800
2021-02-23,3.2220,4.4275,233.1970,202.2497,120.5500
2021-02-24,3.2245,4.4161,233.2881,202.3957,119.1600
2021-02-25,3.2195,4.4091,233.3182,202.4037,118.9600
2021-02-26,3.2310,4.4101,233.3124,202.3854,117.9100
2021-03-01,3.2044,4.4107,233.4545,202.5317,120.6300
2021-03-02,3.2092,4.3941,233.5310,202.5600,118.4900
2021-03-03,3.2102,4.3845,233.6071,202.5356,117.4300
2021-03-04,3.2396,4.3957,233.6333,202.5047,115.6100
2021-03-05,3.2211,4.3865,233.6691,202.5889,116.5400
2021-03-08,3.2218,4.3932,233.7855,202.7169,117.1400
2021-03-09,3.2348,4.3969,233.8517,202.6949,116.2100
2021-03-10,3.2301,4.3837,233.9495,202.7512,115.3600
2021-03-11,3.2419,4.3913,233.9726,202.7423,114.9400
2021-03-12,3.2418,4.3809,233.9670,202.7175,113.9100
2021-03-15,3.2590,4.3830,234.0789,202.6644,112.4000
2021-03-16,3.2546,4.3750,234.1527,202.7279,112.0400
2021-03-17,3.2390,4.3692,234.1892,202.7872,113.0200
2021-03-18,3.2414,4.3657,234.1827,202.8121,112.4300
2021-03-19,3.2234,4.3564,234.1927,202.9214,113.3000
2021-03-22,3.2146,4.3613,234.3467,203.0531,114.6700
2021-03-23,3.2043,4.3413,234.4341,203.0840,113.7000
2021-03-24,3.1786,4.3280,234.4517,203.2940,114.9400
2021-03-25,3.1856,4.3210,234.4922,203.3513,113.5400
2021-03-26,3.1992,4.3090,234.5224,203.2996,110.9800
2021-03-29,3.2056,4.3074,234.6300,203.2927,110.1800
2021-03-30,3.2033,4.3082,234.6656,203.3305,110.4900
2021-03-31,3.1894,4.3115,234.7479,203.4380,112.2100
2021-04-01,3.1917,4.3161,234.7573,203.4317,112.4400
2021-04-02,3.1849,4.2993,234.7631,203.5207,111.4400
2021-04-06,3.1962,4.2934,234.8899,203.5489,109.7200
2021-04-07,3.2092,4.2984,234.9370,203.4873,108.9200
2021-04-08,3.2082,4.2867,234.8987,203.5169,107.8500
2021-04-09,3.1964,4.2889,234.9152,203.6211,109.2500
2021-04-12,3.1807,4.2769,235.0170,203.7743,109.6200
2021-04-13,3.1278,4.2469,235.1023,204.1246,111.9100
2021-04-14,3.1227,4.2220,235.1773,204.1383,109.9300
2021-04-15,3.1354,4.2126,235.2667,204.1548,107.7200
2021-04-16,3.1310,4.1912,235.3342,204.1887,106.0200
2021-04-19,3.1321,4.1882,235.5249,204.3185,105.6100
2021-04-20,3.1036,4.1920,235.6996,204.4809,108.8400
2021-04-21,3.0803,4.1858,235.7633,204.6234,110.5500
2021-04-22,3.0788,4.1858,235.8614,204.6167,110.7000
2021-04-23,3.1004,4.2083,235.9018,204.6571,110.7900
2021-04-25,3.1063,4.2189,235.9206,204.5677,111.2600
2021-04-26,3.1526,4.2161,236.0012,204.3728,106.3500
2021-04-27,3.1727,4.2111,236.0492,204.3361,103.8400
2021-04-28,3.1412,4.2026,236.0641,204.4099,106.1400
2021-04-29,3.1358,4.1925,236.0992,204.5333,105.6700
2021-04-30,3.1152,4.1950,236.1615,204.6285,107.9800
2021-05-06,3.1068,4.1946,236.4966,204.8646,108.7800
2021-05-07,3.1047,4.1872,236.5547,204.8947,108.2500
2021-05-08,3.0985,4.1707,236.5993,204.8918,107.2200
2021-05-10,3.0896,4.1545,236.6835,205.0224,106.4900
2021-05-11,3.0713,4.1468,236.7691,205.1575,107.5500
2021-05-12,3.0801,4.1219,236.9393,205.2166,104.1800
2021-05-13,3.0918,4.1172,237.0587,205.1271,102.5400
2021-05-14,3.0918,4.1131,237.1512,205.1979,102.1300
2021-05-17,3.1112,4.1103,237.2745,205.1580,99.9100
2021-05-18,3.1010,4.1156,237.3786,205.1926,101.4600
2021-05-19,3.0808,4.1116,237.4468,205.3907,103.0800
2021-05-20,3.0537,4.1040,237.5094,205.5774,105.0300
2021-05-21,3.0319,4.0895,237.5799,205.7726,105.7600
2021-05-24,3.0504,4.0763,237.7579,205.7287,102.5900
2021-05-25,3.0520,4.0681,237.7921,205.7440,101.6100
2021-05-26,3.0472,4.0390,237.8647,205.8344,99.1800
2021-05-27,3.0598,4.0187,237.9380,205.8021,95.8900
2021-05-28,3.0711,4.0165,237.9654,205.7405,94.5400
2021-05-31,3.0681,4.0207,238.0594,205.8251,95.2600
2021-06-01,3.0642,3.9837,238.0879,205.9298,91.9500
2021-06-02,3.0776,3.9718,238.1508,205.8317,89.4200
2021-06-03,3.0532,3.9570,238.2704,205.9221,90.3800
2021-06-04,3.0947,3.9715,238.2488,205.7926,87.6800
2021-06-07,3.1332,3.9892,238.3112,205.5661,85.6000
2021-06-08,3.1319,4.0129,238.3611,205.5797,88.1000
2021-06-09,3.1342,4.0378,238.3536,205.5358,90.3600
2021-06-10,3.1187,4.0260,238.4049,205.6600,90.7300
2021-06-11,3.1379,4.0136,238.4740,205.5777,87.5700
2021-06-15,3.1331,4.0192,238.7130,205.6292,88.6100
2021-06-16,3.1438,4.0320,238.6426,205.6079,88.8200
2021-06-17,3.1549,4.0311,238.6496,205.5552,87.6200
2021-06-18,3.1388,4.0313,238.6503,205.6080,89.2500
2021-06-21,3.1214,4.0139,238.7372,205.8421,89.2500
2021-06-22,3.0825,4.0242,238.7490,205.8773,94.1700
2021-06-23,3.0528,4.0145,238.8046,206.0162,96.1700
2021-06-24,3.0358,4.0144,238.8888,206.0932,97.8600
2021-06-25,3.0288,4.0074,238.8949,206.1448,97.8600
2021-06-28,3.0326,4.0028,239.0518,206.1555,97.0200
2021-06-29,3.0247,4.0114,239.0510,206.1950,98.6700
2021-06-30,3.0049,4.0145,239.0497,206.3514,100.9600
2021-07-01,2.9952,4.0084,239.1470,206.3402,101.3200
2021-07-02,2.9834,4.0064,239.2502,206.4438,102.3000
2021-07-05,2.9767,3.9983,239.3133,206.5766,102.1600
2021-07-06,2.9823,3.9885,239.4085,206.5634,100.6200
2021-07-07,2.9704,3.9680,239.4606,206.7044,99.7600
2021-07-08,2.9064,3.8958,239.6443,207.2435,98.9400
2021-07-09,2.9227,3.8771,239.7382,207.1337,95.4400
2021-07-12,2.8785,3.8667,240.0393,207.5591,98.8200
2021-07-13,2.8696,3.8457,240.2314,207.7340,97.6100
2021-07-14,2.8461,3.8123,240.4092,207.9284,96.6200
2021-07-15,2.8828,3.7998,240.4496,207.7204,91.7000
2021-07-16,2.8626,3.8056,240.5750,207.8204,94.3000
2021-07-19,2.8541,3.7773,240.7599,207.9343,92.3200
2021-07-20,2.8027,3.7581,240.8629,208.0918,95.5400
2021-07-21,2.7821,3.7418,240.9413,208.2509,95.9700
2021-07-22,2.7829,3.7341,240.9997,208.2635,95.1200
2021-07-23,2.7576,3.6999,241.0435,208.4678,94.2300
2021-07-26,2.7161,3.6868,241.2357,208.7673,97.0700
2021-07-27,2.7289,3.7135,241.2647,208.5905,98.4600
2021-07-28,2.7592,3.7171,241.2940,208.3973,95.7900
2021-07-29,2.7376,3.7164,241.3332,208.5864,97.8800
2021-07-30,2.7106,3.7079,241.4437,208.8773,99.7300
2021-08-02,2.7028,3.6869,241.6175,209.1610,98.4100
2021-08-03,2.7344,3.6695,241.7440,209.0488,93.5100
2021-08-04,2.7598,3.6617,241.7949,208.9693,90.1900
2021-08-05,2.7393,3.6664,241.9117,209.2002,92.7100
2021-08-06,2.7372,3.6560,242.0048,209.1961,91.8800
2021-08-09,2.7774,3.6741,242.1399,208.9262,89.6700
2021-08-10,2.7928,3.6806,242.1345,208.8668,88.7800
2021-08-11,2.7854,3.7014,242.2379,208.8491,91.6000
2021-08-12,2.7592,3.7017,242.2994,209.0139,94.2500
2021-08-13,2.7610,3.7024,242.3539,208.9754,94.1400
2021-08-16,2.7747,3.7108,242.4989,208.9717,93.6100
2021-08-17,2.7717,3.7224,242.5886,208.9940,95.0700
2021-08-18,2.7373,3.7421,242.6461,209.1924,100.4800
2021-08-19,2.7337,3.7396,242.7115,209.3770,100.5900
2021-08-20,2.7400,3.7401,242.7470,209.3986,100.0100
2021-08-23,2.7472,3.7416,242.8505,209.3568,99.4400
2021-08-24,2.7470,3.7417,242.9046,209.3852,99.4700
2021-08-25,2.7381,3.7421,242.9324,209.5248,100.4000
2021-08-26,2.7689,3.7626,242.8851,209.2929,99.3700
2021-08-27,2.7510,3.7822,242.8713,209.3596,103.1200
2021-08-30,2.7404,3.7737,243.0235,209.4604,103.3300
2021-08-31,2.7430,3.7724,243.0570,209.5378,102.9400
2021-09-01,2.7312,3.7346,243.0839,209.6934,100.3400
2021-09-02,2.7344,3.7356,243.1713,209.7309,100.1200
2021-09-03,2.7471,3.7310,243.1950,209.7214,98.3900
2021-09-06,2.7513,3.7277,243.3104,209.7708,97.6400
2021-09-07,2.7730,3.7203,243.3408,209.7011,94.7300
2021-09-08,2.7809,3.7329,243.3963,209.6254,95.2000
2021-09-09,2.7800,3.7308,243.3711,209.5887,95.0800
2021-09-10,2.7809,3.7216,243.3270,209.5606,94.0700
2021-09-13,2.8023,3.7728,243.4840,209.5266,97.0500
2021-09-14,2.8291,3.7965,243.5226,209.3618,96.7400
2021-09-15,2.8385,3.8004,243.5186,209.4205,96.1900
2021-09-16,2.8344,3.7987,243.5613,209.3230,96.4300
2021-09-17,2.8201,3.8092,243.5778,209.4698,98.9100
2021-09-18,2.8214,3.8126,243.5891,209.4590,99.1200
2021-09-22,2.7906,3.8360,243.6740,209.6487,104.5400
2021-09-23,2.7878,3.8412,243.7276,209.6749,105.3400
2021-09-24,2.7973,3.8436,243.7344,209.6308,104.6300
2021-09-26,2.7963,3.8557,243.8094,209.6711,105.9400
2021-09-27,2.8238,3.8769,243.7672,209.6446,105.3100
2021-09-28,2.8366,3.8750,243.7731,209.5618,103.8400
